Resource,Derating_Factor_1,Derating_Factor_2,Derating_Factor_3,Derating_Factor_4,Derating_Factor_5,Derating_Factor_6,Derating_Factor_7
henan_pumpedhydro_existing2030,0.0,0.0,0.0,0.9,0.0,0.0,0.0
hubei_pumpedhydro_existing2030,0.0,0.0,0.0,0.9,0.0,0.0,0.0
hunan_pumpedhydro_existing2030,0.0,0.0,0.0,0.9,0.0,0.0,0.0
chongqing_pumpedhydro_existing2030,0.0,0.0,0.0,0.0,0.9,0.0,0.0
sichuan_pumpedhydro_existing2030,0.0,0.0,0.0,0.0,0.9,0.0,0.0
shaanxi_pumpedhydro_existing2030,0.0,0.0,0.0,0.0,0.0,0.9,0.0
gansu_pumpedhydro_existing2030,0.0,0.0,0.0,0.0,0.0,0.9,0.0
qinghai_pumpedhydro_existing2030,0.0,0.0,0.0,0.0,0.0,0.9,0.0
ningxia_pumpedhydro_existing2030,0.0,0.0,0.0,0.0,0.0,0.9,0.0
xinjiang_pumpedhydro_existing2030,0.0,0.0,0.0,0.0,0.0,0.9,0.0
guangdong_pumpedhydro_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.9
guangxi_pumpedhydro_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.9
guizhou_pumpedhydro_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.9
yunnan_pumpedhydro_existing2030,0.0,0.0,0.0,0.0,0.0,0.0,0.9
XJ2wu_battery_candidate,0.0,0.0,0.0,0.0,0.3,0.0,0.0
XJ2liu_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
XJ2qi_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
XJ2ba_battery_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.3
NX2wu_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
GS2baer_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
QH2delingha_battery_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.3
QH2dongxitai_battery_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.3
MX2zhejiang_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
MX2henan_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
MX2hubei_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
MX2hunan_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
JL2hebei_battery_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JL2shandong_battery_candidate,0.3,0.0,0.0,0.0,0.0,0.0,0.0
HLJ2jjt_battery_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLJ2hebei_battery_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLJ2shandong_battery_candidate,0.3,0.0,0.0,0.0,0.0,0.0,0.0
SAX2shanghai_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
SAX2jiangsu_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
SAX2zhejiang_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
SAX2hunan_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
SAX2jiangxi_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
GS2hebei_battery_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GS2jiangsu_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
GS2henan_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
GS2hubei_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
GS2jiangxi_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
GS2chongqing_battery_candidate,0.0,0.0,0.0,0.0,0.3,0.0,0.0
QH2jiangsu_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
QH2anhui_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
QH2hubei_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
QH2hunan_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
QH2jiangxi_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
QH2sichuan_battery_candidate,0.0,0.0,0.0,0.0,0.3,0.0,0.0
QH2chongqing_battery_candidate,0.0,0.0,0.0,0.0,0.3,0.0,0.0
NX2shanghai_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
NX2jiangsu_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
NX2anhui_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
NX2jiangxi_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
XJ2hubei_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
XJ2guizhou_battery_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.3
MD2beijing_battery_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MD2hebei_battery_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MD2shandong_battery_candidate,0.3,0.0,0.0,0.0,0.0,0.0,0.0
MD2henan_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
MD2hubei_battery_candidate,0.0,0.0,0.0,0.3,0.0,0.0,0.0
MD2anhui_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
MD2jiangsu_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
MD2shanghai_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
MD2zhejiang_battery_candidate,0.0,0.0,0.3,0.0,0.0,0.0,0.0
beijing_pumpedhydro_candidate,0.9,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_pumpedhydro_candidate,0.9,0.0,0.0,0.0,0.0,0.0,0.0
jibei_pumpedhydro_candidate,0.9,0.0,0.0,0.0,0.0,0.0,0.0
jinan_pumpedhydro_candidate,0.9,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_pumpedhydro_candidate,0.9,0.0,0.0,0.0,0.0,0.0,0.0
shandong_pumpedhydro_candidate,0.9,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_pumpedhydro_candidate,0.9,0.0,0.0,0.0,0.0,0.0,0.0
mengdong_pumpedhydro_candidate,0.0,0.9,0.0,0.0,0.0,0.0,0.0
liaoning_pumpedhydro_candidate,0.0,0.9,0.0,0.0,0.0,0.0,0.0
jilin_pumpedhydro_candidate,0.0,0.9,0.0,0.0,0.0,0.0,0.0
heilongjiang_pumpedhydro_candidate,0.0,0.9,0.0,0.0,0.0,0.0,0.0
jiangsu_pumpedhydro_candidate,0.0,0.0,0.9,0.0,0.0,0.0,0.0
zhejiang_pumpedhydro_candidate,0.0,0.0,0.9,0.0,0.0,0.0,0.0
anhui_pumpedhydro_candidate,0.0,0.0,0.9,0.0,0.0,0.0,0.0
fujian_pumpedhydro_candidate,0.0,0.0,0.9,0.0,0.0,0.0,0.0
jiangxi_pumpedhydro_candidate,0.0,0.0,0.0,0.9,0.0,0.0,0.0
henan_pumpedhydro_candidate,0.0,0.0,0.0,0.9,0.0,0.0,0.0
hubei_pumpedhydro_candidate,0.0,0.0,0.0,0.9,0.0,0.0,0.0
hunan_pumpedhydro_candidate,0.0,0.0,0.0,0.9,0.0,0.0,0.0
chongqing_pumpedhydro_candidate,0.0,0.0,0.0,0.0,0.9,0.0,0.0
sichuan_pumpedhydro_candidate,0.0,0.0,0.0,0.0,0.9,0.0,0.0
shaanxi_pumpedhydro_candidate,0.0,0.0,0.0,0.0,0.0,0.9,0.0
gansu_pumpedhydro_candidate,0.0,0.0,0.0,0.0,0.0,0.9,0.0
qinghai_pumpedhydro_candidate,0.0,0.0,0.0,0.0,0.0,0.9,0.0
ningxia_pumpedhydro_candidate,0.0,0.0,0.0,0.0,0.0,0.9,0.0
xinjiang_pumpedhydro_candidate,0.0,0.0,0.0,0.0,0.0,0.9,0.0
guangdong_pumpedhydro_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.9
guangxi_pumpedhydro_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.9
hainan_pumpedhydro_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.9
guizhou_pumpedhydro_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.9
yunnan_pumpedhydro_candidate,0.0,0.0,0.0,0.0,0.0,0.0,0.9
beijing_coal_subcritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
beijing_coal_supercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
beijing_coal_supercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
beijing_coal_supercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
beijing_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
beijing_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
beijing_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_coal_subcritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_coal_supercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_coal_supercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_coal_supercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_coal_small_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
tianjin_coal_small_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jibei_coal_subcritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jibei_coal_subcritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jibei_coal_supercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jibei_coal_supercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jibei_coal_supercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jibei_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jibei_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jibei_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jibei_coal_small_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jinan_coal_subcritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jinan_coal_subcritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jinan_coal_supercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jinan_coal_supercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jinan_coal_supercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jinan_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jinan_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jinan_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jinan_coal_small_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
jinan_coal_small_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_coal_subcritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_coal_subcritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_coal_supercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_coal_supercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_coal_supercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_coal_small_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shanxi_coal_small_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shandong_coal_subcritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shandong_coal_subcritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shandong_coal_supercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shandong_coal_supercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shandong_coal_supercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shandong_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shandong_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shandong_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shandong_coal_small_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
shandong_coal_small_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_coal_subcritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_coal_subcritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_coal_supercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_coal_supercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_coal_supercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_coal_ultrasupercritical_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_coal_ultrasupercritical_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_coal_ultrasupercritical_candidate,0.95,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_coal_small_costrecovered,0.95,0.0,0.0,0.0,0.0,0.0,0.0
mengxi_coal_small_costrecovering,0.95,0.0,0.0,0.0,0.0,0.0,0.0
mengdong_coal_subcritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
mengdong_coal_subcritical_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
mengdong_coal_supercritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
mengdong_coal_supercritical_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
mengdong_coal_supercritical_candidate,0.0,0.95,0.0,0.0,0.0,0.0,0.0
mengdong_coal_ultrasupercritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
mengdong_coal_ultrasupercritical_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
mengdong_coal_ultrasupercritical_candidate,0.0,0.95,0.0,0.0,0.0,0.0,0.0
mengdong_coal_small_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
mengdong_coal_small_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
liaoning_coal_subcritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
liaoning_coal_subcritical_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
liaoning_coal_supercritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
liaoning_coal_supercritical_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
liaoning_coal_supercritical_candidate,0.0,0.95,0.0,0.0,0.0,0.0,0.0
liaoning_coal_ultrasupercritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
liaoning_coal_ultrasupercritical_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
liaoning_coal_ultrasupercritical_candidate,0.0,0.95,0.0,0.0,0.0,0.0,0.0
liaoning_coal_small_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
liaoning_coal_small_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
jilin_coal_subcritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
jilin_coal_supercritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
jilin_coal_supercritical_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
jilin_coal_supercritical_candidate,0.0,0.95,0.0,0.0,0.0,0.0,0.0
jilin_coal_ultrasupercritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
jilin_coal_ultrasupercritical_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
jilin_coal_ultrasupercritical_candidate,0.0,0.95,0.0,0.0,0.0,0.0,0.0
jilin_coal_small_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
jilin_coal_small_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
heilongjiang_coal_subcritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
heilongjiang_coal_supercritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
heilongjiang_coal_supercritical_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
heilongjiang_coal_supercritical_candidate,0.0,0.95,0.0,0.0,0.0,0.0,0.0
heilongjiang_coal_ultrasupercritical_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
heilongjiang_coal_ultrasupercritical_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
heilongjiang_coal_ultrasupercritical_candidate,0.0,0.95,0.0,0.0,0.0,0.0,0.0
heilongjiang_coal_small_costrecovered,0.0,0.95,0.0,0.0,0.0,0.0,0.0
heilongjiang_coal_small_costrecovering,0.0,0.95,0.0,0.0,0.0,0.0,0.0
shanghai_coal_subcritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
shanghai_coal_supercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
shanghai_coal_supercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
shanghai_coal_supercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
shanghai_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
shanghai_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
shanghai_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
shanghai_coal_small_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
jiangsu_coal_subcritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
jiangsu_coal_supercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
jiangsu_coal_supercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
jiangsu_coal_supercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
jiangsu_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
jiangsu_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
jiangsu_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
jiangsu_coal_small_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
jiangsu_coal_small_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
zhejiang_coal_subcritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
zhejiang_coal_supercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
zhejiang_coal_supercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
zhejiang_coal_supercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
zhejiang_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
zhejiang_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
zhejiang_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
zhejiang_coal_small_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
zhejiang_coal_small_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
anhui_coal_subcritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
anhui_coal_supercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
anhui_coal_supercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
anhui_coal_supercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
anhui_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
anhui_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
anhui_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
anhui_coal_small_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
anhui_coal_small_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
fujian_coal_subcritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
fujian_coal_supercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
fujian_coal_supercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
fujian_coal_supercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
fujian_coal_ultrasupercritical_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
fujian_coal_ultrasupercritical_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
fujian_coal_ultrasupercritical_candidate,0.0,0.0,0.95,0.0,0.0,0.0,0.0
fujian_coal_small_costrecovered,0.0,0.0,0.95,0.0,0.0,0.0,0.0
fujian_coal_small_costrecovering,0.0,0.0,0.95,0.0,0.0,0.0,0.0
jiangxi_coal_subcritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
jiangxi_coal_supercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
jiangxi_coal_supercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
jiangxi_coal_supercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
jiangxi_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
jiangxi_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
jiangxi_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
jiangxi_coal_small_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
henan_coal_subcritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
henan_coal_supercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
henan_coal_supercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
henan_coal_supercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
henan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
henan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
henan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
henan_coal_small_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hubei_coal_subcritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hubei_coal_supercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hubei_coal_supercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hubei_coal_supercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hubei_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hubei_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hubei_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hubei_coal_small_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hunan_coal_subcritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hunan_coal_supercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hunan_coal_supercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hunan_coal_supercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hunan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hunan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.95,0.0,0.0,0.0
hunan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.95,0.0,0.0,0.0
chongqing_coal_subcritical_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
chongqing_coal_supercritical_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
chongqing_coal_supercritical_costrecovering,0.0,0.0,0.0,0.0,0.95,0.0,0.0
chongqing_coal_supercritical_candidate,0.0,0.0,0.0,0.0,0.95,0.0,0.0
chongqing_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
chongqing_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.95,0.0,0.0
chongqing_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.95,0.0,0.0
chongqing_coal_small_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
chongqing_coal_small_costrecovering,0.0,0.0,0.0,0.0,0.95,0.0,0.0
sichuan_coal_subcritical_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
sichuan_coal_supercritical_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
sichuan_coal_supercritical_costrecovering,0.0,0.0,0.0,0.0,0.95,0.0,0.0
sichuan_coal_supercritical_candidate,0.0,0.0,0.0,0.0,0.95,0.0,0.0
sichuan_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.95,0.0,0.0
sichuan_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.95,0.0,0.0
sichuan_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.95,0.0,0.0
shaanxi_coal_subcritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
shaanxi_coal_subcritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
shaanxi_coal_supercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
shaanxi_coal_supercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
shaanxi_coal_supercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.95,0.0
shaanxi_coal_ultrasupercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
shaanxi_coal_ultrasupercritical_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
shaanxi_coal_ultrasupercritical_candidate,0.0,0.0,0.0,0.0,0.0,0.95,0.0
shaanxi_coal_small_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
shaanxi_coal_small_costrecovering,0.0,0.0,0.0,0.0,0.0,0.95,0.0
gansu_coal_subcritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
gansu_coal_supercritical_costrecovered,0.0,0.0,0.0,0.0,0.0,0.95,0.0
